round,samples_analyzed,Accuracy,test_data_acc,test_data_loss,avg_prov_time_per_input,top_contributor,client_0_contribution,client_1_contribution,client_2_contribution,client_3_contribution,client_4_contribution,client_5_contribution,client_6_contribution,client_7_contribution
1,2,1.0,0.096,3.0824341773986816,0.05731308460235596,2,0.09510098539443293,0.11238645184615928,0.5043906048594505,0.1395770779189032,0.14854487998105406,,,
2,2,1.0,0.11,2.5207536220550537,0.05353283882141113,4,,0.16813781119009008,0.1666775196795547,,0.27553052941846234,0.21176502310179277,0.17788911661010012,
3,2,1.0,0.094,2.9427714496850967,0.03968989849090576,4,,0.16332074269708652,,,0.30720333871826505,0.15347989707530005,0.23997146308549658,0.1360245584238518
