round,samples_analyzed,Accuracy,test_data_acc,test_data_loss,avg_prov_time_per_input,top_contributor,client_2_contribution,client_3_contribution,client_4_contribution,client_5_contribution,client_9_contribution,client_6_contribution,client_7_contribution,client_8_contribution
1,20,1.0,0.7099609375,1.0982501450926065,0.023979556560516358,5,0.17087405035651443,0.20501130682019722,0.2041715682902264,0.21310867922485072,0.20683439530821124,,,
2,18,1.0,0.85498046875,0.6143570500425994,0.016345434718661837,8,,,,0.2016896724639263,0.19016339798308451,0.21283647398448644,0.17730136813534092,0.21800908743316186
