round,samples_analyzed,Accuracy,test_data_acc,test_data_loss,avg_prov_time_per_input,top_contributor,client_0_contribution,client_1_contribution,client_2_contribution,client_3_contribution,client_4_contribution,client_5_contribution,client_6_contribution
1,2,1.0,0.091796875,2.7197566628456116,0.042754173278808594,1,0.207528255106776,0.3348791288775238,0.20877439450929167,0.14152988738741767,0.10728833411899084,,
2,2,1.0,0.09228515625,2.3885900042951107,0.04356265068054199,5,,0.18772161332395046,,0.2153306182772528,0.1741220167102959,0.22545481714334747,0.19737093454515336
