round,samples_analyzed,Accuracy,test_data_acc,test_data_loss,avg_prov_time_per_input,top_contributor,client_0_contribution,client_4_contribution,client_5_contribution,client_8_contribution,client_6_contribution,client_7_contribution
1,16,1.0,0.4833984375,1.7463722247630358,0.01852506399154663,0,0.2779171344524845,0.22788229066567667,0.25488337050148785,0.23931720438035098,,
2,18,1.0,0.49365234375,1.5830567590892315,0.019622206687927246,6,,,0.24775862897103967,0.2146833938268009,0.27510017010107934,0.2624578071010801
