round,samples_analyzed,Accuracy,test_data_acc,test_data_loss,avg_prov_time_per_input,top_contributor,client_0_contribution,client_1_contribution,client_2_contribution,client_3_contribution,client_4_contribution,client_5_contribution,client_6_contribution,client_7_contribution,client_8_contribution,client_9_contribution
1,10,0.0,0.087890625,2.352432280778885,0.13742876052856445,9,0.09256594959351645,0.09760660241812755,0.11083560686548322,0.09642166213296374,0.09318063736644518,0.08483165123321185,0.09234471206316149,0.09707291735382748,0.09122665563702632,0.1439136053362367
2,10,0.0,0.1005859375,2.5003527775406837,0.08664901256561279,7,,,,,,,,0.44428175886617516,0.3131473006622735,0.24257094047155137
