Run,Total Rounds,Avg. TraceFL Accuracy (%),Best TraceFL Accuracy (%),Best FL Accuracy (%)
dataset-mnist model-resnet18 clients-10 alpha-0-3 rounds-1-2,2,100.0,100.0,9.9609375
