round,samples_analyzed,Accuracy,test_data_acc,test_data_loss,avg_prov_time_per_input,top_contributor,client_0_contribution,client_1_contribution,client_2_contribution,client_3_contribution,client_4_contribution,client_5_contribution,client_6_contribution,client_7_contribution,client_8_contribution,client_9_contribution
1,10,0.0,0.087890625,2.3365491181612015,0.025435853004455566,1,0.10855666126479689,0.15496929451731725,0.07991581648337294,0.09338378439497305,0.09473827763611906,0.09567465173228537,0.09504583761232607,0.09259481258972921,0.0892109003427893,0.09590996342629085
2,10,0.0,0.091796875,2.331772405654192,0.0369117498397827,2,0.0938677221853191,0.0904153321902405,0.1083559256639276,0.1061963229973801,0.0963654545082693,0.0993930571549984,0.1044909374688123,0.0980248029051598,0.1037060487046627,0.0991843962212299
3,10,0.0,0.087890625,2.4088841043412685,0.03555099964141846,1,0.10515550249020021,0.18017294318257018,0.08998760983292504,0.09347879559451917,0.09737656700804384,0.0882862547763998,0.08287688715205582,0.09456109678273336,0.08500916890840987,0.08309517427214269
