round,samples_analyzed,Accuracy,test_data_acc,test_data_loss,avg_prov_time_per_input,top_contributor,client_0_contribution,client_2_contribution,client_3_contribution,client_7_contribution,client_4_contribution,client_5_contribution,client_8_contribution
1,14,1.0,0.4453125,1.7686372119933367,0.13914367130824498,0,0.3389797511602875,0.16668296804924218,0.19830222028029107,0.29603506051017925,,,
2,18,1.0,0.66650390625,1.1248566703870893,0.08382148212856716,4,,,,0.24805607273048205,0.27001984325559514,0.24065793113957307,0.24126615287434977
